Zip,Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country
93723,20,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,40,United-States
21498,47,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico
53762,24,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,United-States
4952,28,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States
26179,25,Private,12th,Married-civ-spouse,Farming-fishing,Husband,Other,Male,60,Mexico
82050,50,Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States
82011,43,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
18399,42,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States
49301,35,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
10511,56,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,32,United-States
96021,33,Private,12th,Never-married,Craft-repair,Own-child,Black,Male,40,United-States
54608,56,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
77087,28,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,20,United-States
25209,71,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States
24019,21,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
56374,38,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,40,United-States
70529,32,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
88456,50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
6435,25,Private,Some-college,Separated,Adm-clerical,Other-relative,Black,Female,40,Jamaica
5452,44,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States
31394,38,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,32,United-States
29552,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,15,United-States
67895,31,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,50,England
89820,53,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
67917,29,Self-emp-not-inc,HS-grad,Never-married,Transport-moving,Unmarried,Black,Male,45,United-States
68015,42,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,20,United-States
78578,76,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
32682,62,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
19203,31,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,40,Vietnam
66176,50,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States
55057,22,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,38,United-States
60743,34,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Female,40,United-States
1852,45,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
44556,37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
80659,23,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,40,United-States
17142,19,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States
444,38,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
10487,60,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,50,United-States
60947,52,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,48,Poland
53415,24,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,40,United-States
16415,37,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,35,United-States
97375,46,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States
23847,66,State-gov,HS-grad,Widowed,Prof-specialty,Unmarried,Black,Female,35,United-States
64863,44,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States
19084,55,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States
12752,30,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
77789,32,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
78338,24,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States
21117,60,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States
26451,46,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States
24860,49,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States
41531,46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States
50769,31,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
87385,42,Private,7th-8th,Divorced,Sales,Not-in-family,White,Female,40,United-States
56873,21,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,50,United-States
75877,50,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,40,United-States
68095,49,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
58946,25,Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,40,United-States
14256,46,Self-emp-inc,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,70,United-States
18066,34,Self-emp-not-inc,7th-8th,Never-married,Handlers-cleaners,Unmarried,Black,Male,10,United-States
93971,49,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
50818,23,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico
28544,45,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,45,United-States
89155,34,Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,72,United-States
51882,50,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
68204,55,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States
73221,40,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
26900,28,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States
83843,42,State-gov,Some-college,Separated,Tech-support,Unmarried,White,Female,40,United-States
8790,50,State-gov,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,United-States
60164,47,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
62421,28,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States
45738,22,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,54,United-States
14594,50,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,38,United-States
69450,73,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
39706,41,Local-gov,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,50,United-States
92712,26,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,20,United-States
63218,45,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,50,United-States
64643,39,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States
75718,52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
23852,63,Private,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
48819,29,State-gov,10th,Never-married,Other-service,Own-child,Black,Female,40,United-States
76507,21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,10,United-States
22540,22,Private,HS-grad,Divorced,Sales,Own-child,White,Female,33,United-States
74202,24,Private,7th-8th,Never-married,Sales,Own-child,White,Male,40,United-States
49854,42,Private,11th,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States
52137,50,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,65,United-States
74317,66,Local-gov,7th-8th,Widowed,Other-service,Not-in-family,White,Female,20,United-States
44378,40,Local-gov,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States
29672,20,Federal-gov,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,20,United-States
23188,55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
22725,31,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States
88320,35,Private,HS-grad,Widowed,Other-service,Own-child,White,Female,40,United-States
85515,57,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
75255,24,Private,Bachelors,Never-married,Sales,Own-child,White,Female,35,United-States
17112,22,Federal-gov,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States
42850,49,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
46141,38,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
60200,27,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,50,United-States
26023,22,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States
33600,29,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
61728,43,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
22625,41,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
98610,36,Private,Assoc-acdm,Married-civ-spouse,Sales,Wife,White,Female,15,United-States
38034,38,Private,HS-grad,Married-AF-spouse,Other-service,Wife,White,Female,25,United-States
24701,59,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
71736,42,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,52,United-States
77533,48,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
14328,35,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,50,United-States
34610,34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
65527,90,Private,Masters,Never-married,Exec-managerial,Not-in-family,Black,Male,50,United-States
12906,30,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States
84983,40,Private,HS-grad,Married-spouse-absent,Adm-clerical,Own-child,White,Female,38,United-States
59417,43,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States
36182,53,Private,HS-grad,Separated,Sales,Not-in-family,White,Female,33,United-States
40630,35,Private,Some-college,Married-spouse-absent,Farming-fishing,Own-child,White,Male,40,United-States
47523,35,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,24,Poland
99207,24,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
56177,28,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,40,Hong
10889,48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
72682,55,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
45292,49,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
13377,44,Private,Bachelors,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States
50055,48,Self-emp-inc,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States
68752,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
99236,24,Private,Bachelors,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,40,Taiwan
76583,23,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
20105,21,Private,9th,Never-married,Other-service,Own-child,White,Female,50,Mexico
77162,44,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,United-States
55899,32,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,37,United-States
20095,36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
40978,33,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Male,70,United-States
89571,19,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,20,United-States
48763,76,Local-gov,9th,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States
31546,37,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,48,United-States
61863,26,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
87932,35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
35974,61,Private,Some-college,Widowed,Adm-clerical,Other-relative,White,Female,40,United-States
24967,47,Self-emp-not-inc,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,55,Italy
92687,53,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States
71893,40,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States
18396,39,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States
25209,19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States
76666,65,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
78919,43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
53104,38,Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,United-States
92844,26,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,25,United-States
33584,39,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,38,United-States
30015,43,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States
95727,57,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
13272,38,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,35,United-States
57483,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States
78871,22,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
40423,43,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States
1313,35,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,50,United-States
2481,51,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Vietnam
16238,60,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
19456,30,Private,HS-grad,Married-spouse-absent,Sales,Unmarried,White,Male,40,United-States
55024,40,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,35,United-States
44900,23,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
50985,45,Local-gov,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States
63158,35,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,50,United-States
48970,56,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,40,United-States
14254,36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States
8614,36,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Vietnam
64173,46,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
5675,38,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,Trinadad&Tobago
58501,25,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States
16750,37,Private,HS-grad,Married-spouse-absent,Farming-fishing,Unmarried,Other,Male,40,Mexico
